dataset	tissue	cluster	hgnc	species_id	module	log2fc
gse210395	pbmc	monocyte_nonclassical	PTPN6	PTPN6__cyto	M1	0.741
gse210395	pbmc	monocyte_nonclassical	PTPRC			0.324
gse210395	pbmc	monocyte_nonclassical	PTPRO			2.070
gse210395	pbmc	monocyte_nonclassical	PTRH1			0.747
gse210395	pbmc	monocyte_nonclassical	PUF60			0.267
gse210395	pbmc	monocyte_nonclassical	PUM1			0.446
gse210395	pbmc	monocyte_nonclassical	PUM3			0.797
gse210395	pbmc	monocyte_nonclassical	PURA			0.549
gse210395	pbmc	monocyte_nonclassical	PUS10			1.122
gse210395	pbmc	monocyte_nonclassical	PUS7			1.678
gse210395	pbmc	monocyte_nonclassical	PUS7L			0.605
gse210395	pbmc	monocyte_nonclassical	PWP1			0.563
gse210395	pbmc	monocyte_nonclassical	PXMP4			0.576
gse210395	pbmc	monocyte_nonclassical	PYCARD			0.377
gse210395	pbmc	monocyte_nonclassical	PYCR2			0.971
gse210395	pbmc	monocyte_nonclassical	PYM1			-0.333
gse210395	pbmc	monocyte_nonclassical	PYURF			0.400
gse210395	pbmc	monocyte_nonclassical	QRSL1			0.489
gse210395	pbmc	monocyte_nonclassical	RAB10			1.120
gse210395	pbmc	monocyte_nonclassical	RAB11A			0.437
gse210395	pbmc	monocyte_nonclassical	RAB12			-0.582
gse210395	pbmc	monocyte_nonclassical	RAB18			0.266
gse210395	pbmc	monocyte_nonclassical	RAB20			-0.966
gse210395	pbmc	monocyte_nonclassical	RAB27A			0.371
gse210395	pbmc	monocyte_nonclassical	RAB28			0.531
gse210395	pbmc	monocyte_nonclassical	RAB29			0.562
gse210395	pbmc	monocyte_nonclassical	RAB30-AS1			0.920
gse210395	pbmc	monocyte_nonclassical	RAB3A			-1.364
gse210395	pbmc	monocyte_nonclassical	RAB3GAP2			0.522
gse210395	pbmc	monocyte_nonclassical	RABEP1			0.390
gse210395	pbmc	monocyte_nonclassical	RABGAP1L			0.882
gse210395	pbmc	monocyte_nonclassical	RABGGTB			-0.557
gse210395	pbmc	monocyte_nonclassical	RABIF			0.526
gse210395	pbmc	monocyte_nonclassical	RAD23A			0.243
gse210395	pbmc	monocyte_nonclassical	RAD51AP1			1.130
gse210395	pbmc	monocyte_nonclassical	RAD51C			1.033
gse210395	pbmc	monocyte_nonclassical	RALA			0.545
gse210395	pbmc	monocyte_nonclassical	RALBP1			0.382
gse210395	pbmc	monocyte_nonclassical	RALGDS			-0.615
gse210395	pbmc	monocyte_nonclassical	RAMMET			0.332
gse210395	pbmc	monocyte_nonclassical	RAN			0.688
gse210395	pbmc	monocyte_nonclassical	RANGAP1			0.522
gse210395	pbmc	monocyte_nonclassical	RAP1B			0.424
gse210395	pbmc	monocyte_nonclassical	RAP2A			0.649
gse210395	pbmc	monocyte_nonclassical	RAP2B			0.388
gse210395	pbmc	monocyte_nonclassical	RAPGEF1	RAPGEF1__cyto	M2	-0.495
gse210395	pbmc	monocyte_nonclassical	RAPGEF6			0.834
gse210395	pbmc	monocyte_nonclassical	RARA-AS1			1.154
gse210395	pbmc	monocyte_nonclassical	RARRES3			0.841
gse210395	pbmc	monocyte_nonclassical	RARS			0.500
gse210395	pbmc	monocyte_nonclassical	RASA1	RASA1__cyto	M2	0.636
gse210395	pbmc	monocyte_nonclassical	RASA4			-1.246
gse210395	pbmc	monocyte_nonclassical	RASGEF1B			1.074
gse210395	pbmc	monocyte_nonclassical	RASL11A			1.577
gse210395	pbmc	monocyte_nonclassical	RASSF3			0.295
gse210395	pbmc	monocyte_nonclassical	RBCK1			0.326
gse210395	pbmc	monocyte_nonclassical	RBM22			0.468
gse210395	pbmc	monocyte_nonclassical	RBM28			0.524
gse210395	pbmc	monocyte_nonclassical	RBM39			-0.215
gse210395	pbmc	monocyte_nonclassical	RBM47			0.680
gse210395	pbmc	monocyte_nonclassical	RBM5-AS1			-1.130
gse210395	pbmc	monocyte_nonclassical	RBM6			0.242
gse210395	pbmc	monocyte_nonclassical	RBMS1			0.390
gse210395	pbmc	monocyte_nonclassical	RBMS2			-1.533
gse210395	pbmc	monocyte_nonclassical	RBX1			0.473
gse210395	pbmc	monocyte_nonclassical	RC3H2			-0.288
gse210395	pbmc	monocyte_nonclassical	RCBTB2			0.707
gse210395	pbmc	monocyte_nonclassical	RCC1L			0.621
gse210395	pbmc	monocyte_nonclassical	RCC2			-0.497
gse210395	pbmc	monocyte_nonclassical	RCCD1			1.088
gse210395	pbmc	monocyte_nonclassical	RCHY1			-0.441
gse210395	pbmc	monocyte_nonclassical	RCSD1			0.397
gse210395	pbmc	monocyte_nonclassical	RDH11			-0.459
gse210395	pbmc	monocyte_nonclassical	RDX			0.655
gse210395	pbmc	monocyte_nonclassical	REC8			-0.572
gse210395	pbmc	monocyte_nonclassical	RECQL			0.863
gse210395	pbmc	monocyte_nonclassical	REEP5			0.333
gse210395	pbmc	monocyte_nonclassical	REL			-0.621
gse210395	pbmc	monocyte_nonclassical	RELB			-0.668
gse210395	pbmc	monocyte_nonclassical	RELT			-0.380
gse210395	pbmc	monocyte_nonclassical	REM2			-2.130
gse210395	pbmc	monocyte_nonclassical	RER1			0.323
gse210395	pbmc	monocyte_nonclassical	REXO2			1.119
gse210395	pbmc	monocyte_nonclassical	REXO4			0.743
gse210395	pbmc	monocyte_nonclassical	RGS14			0.538
gse210395	pbmc	monocyte_nonclassical	RGS18			0.893
gse210395	pbmc	monocyte_nonclassical	RGS19			0.279
gse210395	pbmc	monocyte_nonclassical	RGS2			0.612
gse210395	pbmc	monocyte_nonclassical	RHOB			1.041
gse210395	pbmc	monocyte_nonclassical	RHOBTB2			1.723
gse210395	pbmc	monocyte_nonclassical	RHOQ			-0.442
gse210395	pbmc	monocyte_nonclassical	RIC8A			0.336
gse210395	pbmc	monocyte_nonclassical	RIC8B			1.184
gse210395	pbmc	monocyte_nonclassical	RICTOR			-0.288
gse210395	pbmc	monocyte_nonclassical	RIN2			0.874
gse210395	pbmc	monocyte_nonclassical	RIN3			-0.515
gse210395	pbmc	monocyte_nonclassical	RIOK1			0.661
gse210395	pbmc	monocyte_nonclassical	RIOK3			-0.470
gse210395	pbmc	monocyte_nonclassical	RIOX2			0.758
gse210395	pbmc	monocyte_nonclassical	RIPK2			-0.598
gse210395	pbmc	monocyte_nonclassical	RIPK3			0.675
gse210395	pbmc	monocyte_nonclassical	RIPOR1			-0.366
gse210395	pbmc	monocyte_nonclassical	RIPOR2			1.293
gse210395	pbmc	monocyte_nonclassical	RIT1			-1.357
gse210395	pbmc	monocyte_nonclassical	RLF			-0.493
gse210395	pbmc	monocyte_nonclassical	RMDN1			0.388
gse210395	pbmc	monocyte_nonclassical	RNASEH2B			0.479
gse210395	pbmc	monocyte_nonclassical	RNASEH2C			0.296
gse210395	pbmc	monocyte_nonclassical	RNASEL	RNASEL__cyto	M1	1.858
gse210395	pbmc	monocyte_nonclassical	RNF114			-0.375
gse210395	pbmc	monocyte_nonclassical	RNF125			1.214
gse210395	pbmc	monocyte_nonclassical	RNF138			-0.551
gse210395	pbmc	monocyte_nonclassical	RNF139			-0.579
gse210395	pbmc	monocyte_nonclassical	RNF149			0.353
gse210395	pbmc	monocyte_nonclassical	RNF166			-0.478
gse210395	pbmc	monocyte_nonclassical	RNF181			0.424
gse210395	pbmc	monocyte_nonclassical	RNF20			0.771
gse210395	pbmc	monocyte_nonclassical	RNF208			-2.056
gse210395	pbmc	monocyte_nonclassical	RNF41			-0.390
gse210395	pbmc	monocyte_nonclassical	RNGTT			0.746
gse210395	pbmc	monocyte_nonclassical	RNH1			0.203
gse210395	pbmc	monocyte_nonclassical	RNMT			0.371
gse210395	pbmc	monocyte_nonclassical	RPA3			0.806
gse210395	pbmc	monocyte_nonclassical	RPAP3			0.491
gse210395	pbmc	monocyte_nonclassical	RPF2			1.235
gse210395	pbmc	monocyte_nonclassical	RPL17			-0.547
gse210395	pbmc	monocyte_nonclassical	RPL22L1			-0.259
gse210395	pbmc	monocyte_nonclassical	RPL26L1			0.557
gse210395	pbmc	monocyte_nonclassical	RPL27			-0.212
gse210395	pbmc	monocyte_nonclassical	RPL7L1			0.463
gse210395	pbmc	monocyte_nonclassical	RPP25L			1.748
gse210395	pbmc	monocyte_nonclassical	RPP30			0.516
gse210395	pbmc	monocyte_nonclassical	RPP40			1.688
gse210395	pbmc	monocyte_nonclassical	RPS21			-0.249
gse210395	pbmc	monocyte_nonclassical	RPS27			-0.268
gse210395	pbmc	monocyte_nonclassical	RPS27L			0.852
gse210395	pbmc	monocyte_nonclassical	RPS6KA3			0.548
gse210395	pbmc	monocyte_nonclassical	RPS6KA5			0.435
gse210395	pbmc	monocyte_nonclassical	RPS6KB1			-0.391
gse210395	pbmc	monocyte_nonclassical	RPUSD3			0.559
gse210395	pbmc	monocyte_nonclassical	RRAD			31.106
gse210395	pbmc	monocyte_nonclassical	RRAGA			1.305
gse210395	pbmc	monocyte_nonclassical	RRAGC			0.349
gse210395	pbmc	monocyte_nonclassical	RRP1			1.179
gse210395	pbmc	monocyte_nonclassical	RRP15			1.130
gse210395	pbmc	monocyte_nonclassical	RRP1B			0.680
gse210395	pbmc	monocyte_nonclassical	RRP7A			1.159
gse210395	pbmc	monocyte_nonclassical	RRP9			1.332
gse210395	pbmc	monocyte_nonclassical	RSBN1L			0.511
gse210395	pbmc	monocyte_nonclassical	RSPH3			0.866
gse210395	pbmc	monocyte_nonclassical	RSRC1			0.423
gse210395	pbmc	monocyte_nonclassical	RSRC2			-0.412
gse210395	pbmc	monocyte_nonclassical	RTF2			0.315
gse210395	pbmc	monocyte_nonclassical	RTL5			-0.834
gse210395	pbmc	monocyte_nonclassical	RTN4			0.429
gse210395	pbmc	monocyte_nonclassical	RUFY1			0.588
gse210395	pbmc	monocyte_nonclassical	RUNX3			-0.590
gse210395	pbmc	monocyte_nonclassical	RUVBL1			1.086
gse210395	pbmc	monocyte_nonclassical	RWDD2B			1.105
gse210395	pbmc	monocyte_nonclassical	RWDD4			0.324
gse210395	pbmc	monocyte_nonclassical	RYK			-0.381
gse210395	pbmc	monocyte_nonclassical	S100A11			0.602
gse210395	pbmc	monocyte_nonclassical	S100A8			0.742
gse210395	pbmc	monocyte_nonclassical	S100B			-1.546
gse210395	pbmc	monocyte_nonclassical	S1PR4			0.783
gse210395	pbmc	monocyte_nonclassical	SAC3D1			1.624
gse210395	pbmc	monocyte_nonclassical	SAFB			0.382
gse210395	pbmc	monocyte_nonclassical	SAMD8			-0.548
gse210395	pbmc	monocyte_nonclassical	SAMD9			1.363
gse210395	pbmc	monocyte_nonclassical	SAMD9L			1.629
gse210395	pbmc	monocyte_nonclassical	SAMSN1			-0.780
gse210395	pbmc	monocyte_nonclassical	SAP130			-0.693
gse210395	pbmc	monocyte_nonclassical	SAP18			0.211
gse210395	pbmc	monocyte_nonclassical	SARS			0.486
gse210395	pbmc	monocyte_nonclassical	SASH3			-0.320
gse210395	pbmc	monocyte_nonclassical	SAT2			-0.454
gse210395	pbmc	monocyte_nonclassical	SAYSD1			1.205
gse210395	pbmc	monocyte_nonclassical	SBNO1			-0.345
gse210395	pbmc	monocyte_nonclassical	SCAMP1-AS1			1.030
gse210395	pbmc	monocyte_nonclassical	SCAMP2			0.378
gse210395	pbmc	monocyte_nonclassical	SCARB2			0.421
gse210395	pbmc	monocyte_nonclassical	SCFD1			0.297
gse210395	pbmc	monocyte_nonclassical	SCFD2			1.253
gse210395	pbmc	monocyte_nonclassical	SCIMP			1.036
gse210395	pbmc	monocyte_nonclassical	SCOC			0.695
gse210395	pbmc	monocyte_nonclassical	SCPEP1			-0.277
gse210395	pbmc	monocyte_nonclassical	SDAD1			0.919
gse210395	pbmc	monocyte_nonclassical	SDCBP			0.229
gse210395	pbmc	monocyte_nonclassical	SDF2L1			0.644
gse210395	pbmc	monocyte_nonclassical	SDHAF2			0.345
gse210395	pbmc	monocyte_nonclassical	SDHC			0.232
gse210395	pbmc	monocyte_nonclassical	SDHD			0.423
gse210395	pbmc	monocyte_nonclassical	SEC14L1			-0.618
gse210395	pbmc	monocyte_nonclassical	SEC22A			1.385
gse210395	pbmc	monocyte_nonclassical	SEC22B			0.395
gse210395	pbmc	monocyte_nonclassical	SEC31A			0.234
gse210395	pbmc	monocyte_nonclassical	SEC61B			0.316
gse210395	pbmc	monocyte_nonclassical	SEC61G			0.353
gse210395	pbmc	monocyte_nonclassical	SECISBP2			0.256
gse210395	pbmc	monocyte_nonclassical	SELENOS			0.345
gse210395	pbmc	monocyte_nonclassical	SELENOT			0.269
gse210395	pbmc	monocyte_nonclassical	SELPLG			0.371
gse210395	pbmc	monocyte_nonclassical	SEM1			0.611
gse210395	pbmc	monocyte_nonclassical	SENP3			-0.847
gse210395	pbmc	monocyte_nonclassical	SENP6			0.266
gse210395	pbmc	monocyte_nonclassical	SERAC1			-0.982
gse210395	pbmc	monocyte_nonclassical	SERBP1			0.268
gse210395	pbmc	monocyte_nonclassical	SERPINB8			0.856
gse210395	pbmc	monocyte_nonclassical	SERPINB9			0.689
gse210395	pbmc	monocyte_nonclassical	SERTAD2			-0.748
gse210395	pbmc	monocyte_nonclassical	SFMBT2			-0.374
gse210395	pbmc	monocyte_nonclassical	SFSWAP			0.317
gse210395	pbmc	monocyte_nonclassical	SFXN4			0.590
gse210395	pbmc	monocyte_nonclassical	SGK1			1.293
gse210395	pbmc	monocyte_nonclassical	SGMS2			1.409
gse210395	pbmc	monocyte_nonclassical	SH2B3			-0.506
gse210395	pbmc	monocyte_nonclassical	SH3BP2			-0.292
gse210395	pbmc	monocyte_nonclassical	SH3D21			-1.566
gse210395	pbmc	monocyte_nonclassical	SH3RF1			0.510
gse210395	pbmc	monocyte_nonclassical	SHISA5			0.307
gse210395	pbmc	monocyte_nonclassical	SHQ1			1.242
gse210395	pbmc	monocyte_nonclassical	SHROOM1			1.095
gse210395	pbmc	monocyte_nonclassical	SIAH1			-0.631
gse210395	pbmc	monocyte_nonclassical	SIGLEC9			0.580
gse210395	pbmc	monocyte_nonclassical	SIK3			-0.302
gse210395	pbmc	monocyte_nonclassical	SIN3A			-0.345
gse210395	pbmc	monocyte_nonclassical	SINHCAF			0.322
gse210395	pbmc	monocyte_nonclassical	SIRPB2			0.950
gse210395	pbmc	monocyte_nonclassical	SIRT1			-0.442
gse210395	pbmc	monocyte_nonclassical	SIRT5			0.799
gse210395	pbmc	monocyte_nonclassical	SKA2			0.441
gse210395	pbmc	monocyte_nonclassical	SKAP2			0.350
gse210395	pbmc	monocyte_nonclassical	SLAMF7			1.545
gse210395	pbmc	monocyte_nonclassical	SLC11A2			-0.696
gse210395	pbmc	monocyte_nonclassical	SLC16A3			0.638
gse210395	pbmc	monocyte_nonclassical	SLC16A6			0.975
gse210395	pbmc	monocyte_nonclassical	SLC17A5			-0.823
gse210395	pbmc	monocyte_nonclassical	SLC1A4			0.984
gse210395	pbmc	monocyte_nonclassical	SLC1A5			0.927
gse210395	pbmc	monocyte_nonclassical	SLC22A18			1.047
gse210395	pbmc	monocyte_nonclassical	SLC22A18AS			2.364
gse210395	pbmc	monocyte_nonclassical	SLC25A11			0.480
gse210395	pbmc	monocyte_nonclassical	SLC25A17			1.935
gse210395	pbmc	monocyte_nonclassical	SLC25A19			1.921
gse210395	pbmc	monocyte_nonclassical	SLC25A25			-0.557
gse210395	pbmc	monocyte_nonclassical	SLC25A29			-1.481
gse210395	pbmc	monocyte_nonclassical	SLC25A3			0.328
gse210395	pbmc	monocyte_nonclassical	SLC25A33			-0.757
gse210395	pbmc	monocyte_nonclassical	SLC25A36			-0.335
gse210395	pbmc	monocyte_nonclassical	SLC25A40			0.684
gse210395	pbmc	monocyte_nonclassical	SLC25A43			0.754
gse210395	pbmc	monocyte_nonclassical	SLC25A45			0.724
gse210395	pbmc	monocyte_nonclassical	SLC25A5			-0.284
gse210395	pbmc	monocyte_nonclassical	SLC26A11			-1.037
gse210395	pbmc	monocyte_nonclassical	SLC27A1			-0.854
gse210395	pbmc	monocyte_nonclassical	SLC27A3			0.626
gse210395	pbmc	monocyte_nonclassical	SLC27A4			0.835
gse210395	pbmc	monocyte_nonclassical	SLC30A1			-0.877
gse210395	pbmc	monocyte_nonclassical	SLC30A6			1.049
gse210395	pbmc	monocyte_nonclassical	SLC31A1			0.586
gse210395	pbmc	monocyte_nonclassical	SLC35A1			0.597
gse210395	pbmc	monocyte_nonclassical	SLC35A5			1.075
gse210395	pbmc	monocyte_nonclassical	SLC35B2			-0.684
gse210395	pbmc	monocyte_nonclassical	SLC35B3			1.199
gse210395	pbmc	monocyte_nonclassical	SLC35E4			-0.907
gse210395	pbmc	monocyte_nonclassical	SLC39A3			0.564
gse210395	pbmc	monocyte_nonclassical	SLC3A2			-0.464
gse210395	pbmc	monocyte_nonclassical	SLC46A2			1.394
gse210395	pbmc	monocyte_nonclassical	SLC49A3			0.387
gse210395	pbmc	monocyte_nonclassical	SLC4A1AP			0.667
gse210395	pbmc	monocyte_nonclassical	SLC6A6			-0.433
gse210395	pbmc	monocyte_nonclassical	SLC8A1			0.337
gse210395	pbmc	monocyte_nonclassical	SLC8B1			-0.719
gse210395	pbmc	monocyte_nonclassical	SLC9A3R1			-0.363
gse210395	pbmc	monocyte_nonclassical	SLFN11			0.931
gse210395	pbmc	monocyte_nonclassical	SLITRK4			1.412
gse210395	pbmc	monocyte_nonclassical	SLTM			0.372
gse210395	pbmc	monocyte_nonclassical	SLURP1			-2.245
gse210395	pbmc	monocyte_nonclassical	SMAD3	SMAD3__cyto	M2	-1.391
gse210395	pbmc	monocyte_nonclassical	SMAD7	SMAD7__cyto	M2	-1.015
gse210395	pbmc	monocyte_nonclassical	SMARCA4			0.349
gse210395	pbmc	monocyte_nonclassical	SMARCA5			0.572
gse210395	pbmc	monocyte_nonclassical	SMARCAL1			0.907
gse210395	pbmc	monocyte_nonclassical	SMC1A			0.511
gse210395	pbmc	monocyte_nonclassical	SMC2			1.209
gse210395	pbmc	monocyte_nonclassical	SMC6			0.547
gse210395	pbmc	monocyte_nonclassical	SMCO4			1.244
gse210395	pbmc	monocyte_nonclassical	SMIM14			0.659
gse210395	pbmc	monocyte_nonclassical	SMIM19			0.670
gse210395	pbmc	monocyte_nonclassical	SMIM3			-1.296
gse210395	pbmc	monocyte_nonclassical	SMIM37			0.489
gse210395	pbmc	monocyte_nonclassical	SMIM8			1.231
gse210395	pbmc	monocyte_nonclassical	SMPD3			1.010
gse210395	pbmc	monocyte_nonclassical	SMU1			0.356
gse210395	pbmc	monocyte_nonclassical	SMUG1			1.132
gse210395	pbmc	monocyte_nonclassical	SNAI3			-2.336
gse210395	pbmc	monocyte_nonclassical	SNAPC5			1.037
gse210395	pbmc	monocyte_nonclassical	SNAPIN			1.199
gse210395	pbmc	monocyte_nonclassical	SNHG19			-1.282
gse210395	pbmc	monocyte_nonclassical	SNHG25			-0.591
gse210395	pbmc	monocyte_nonclassical	SNHG7			-0.781
gse210395	pbmc	monocyte_nonclassical	SNN			-0.577
gse210395	pbmc	monocyte_nonclassical	SNRNP35			0.566
gse210395	pbmc	monocyte_nonclassical	SNRNP40			0.610
gse210395	pbmc	monocyte_nonclassical	SNRNP48			0.512
gse210395	pbmc	monocyte_nonclassical	SNRPA			-0.537
gse210395	pbmc	monocyte_nonclassical	SNRPB2			0.451
gse210395	pbmc	monocyte_nonclassical	SNRPD1			0.687
gse210395	pbmc	monocyte_nonclassical	SNRPD3			0.231
gse210395	pbmc	monocyte_nonclassical	SNRPE			0.643
gse210395	pbmc	monocyte_nonclassical	SNRPF			0.319
gse210395	pbmc	monocyte_nonclassical	SNRPG			1.040
gse210395	pbmc	monocyte_nonclassical	SNTB2			0.927
gse210395	pbmc	monocyte_nonclassical	SNU13			0.336
gse210395	pbmc	monocyte_nonclassical	SNUPN			0.799
gse210395	pbmc	monocyte_nonclassical	SNW1			0.261
gse210395	pbmc	monocyte_nonclassical	SNX1			0.707
gse210395	pbmc	monocyte_nonclassical	SNX24			0.703
gse210395	pbmc	monocyte_nonclassical	SNX6			0.353
gse210395	pbmc	monocyte_nonclassical	SON			0.312
gse210395	pbmc	monocyte_nonclassical	SOS1			1.379
gse210395	pbmc	monocyte_nonclassical	SP1			0.355
gse210395	pbmc	monocyte_nonclassical	SP100			0.524
gse210395	pbmc	monocyte_nonclassical	SP140			0.507
gse210395	pbmc	monocyte_nonclassical	SP3			-0.267
gse210395	pbmc	monocyte_nonclassical	SPART			0.681
gse210395	pbmc	monocyte_nonclassical	SPATA13			-0.532
gse210395	pbmc	monocyte_nonclassical	SPCS2			0.386
gse210395	pbmc	monocyte_nonclassical	SPG11			0.403
gse210395	pbmc	monocyte_nonclassical	SPI1			-0.235
gse210395	pbmc	monocyte_nonclassical	SPIN4			-1.147
gse210395	pbmc	monocyte_nonclassical	SPN			0.580
gse210395	pbmc	monocyte_nonclassical	SPOP			0.649
gse210395	pbmc	monocyte_nonclassical	SPOPL			-0.432
gse210395	pbmc	monocyte_nonclassical	SPOUT1			0.682
gse210395	pbmc	monocyte_nonclassical	SPRYD3			1.004
gse210395	pbmc	monocyte_nonclassical	SPRYD4			1.281
gse210395	pbmc	monocyte_nonclassical	SPSB3			0.213
gse210395	pbmc	monocyte_nonclassical	SQLE			1.122
gse210395	pbmc	monocyte_nonclassical	SQOR			0.508
gse210395	pbmc	monocyte_nonclassical	SQSTM1			-0.719
gse210395	pbmc	monocyte_nonclassical	SRD5A1			0.663
gse210395	pbmc	monocyte_nonclassical	SRFBP1			0.633
gse210395	pbmc	monocyte_nonclassical	SRI			0.403
gse210395	pbmc	monocyte_nonclassical	SRP54			0.626
gse210395	pbmc	monocyte_nonclassical	SRP9			0.465
gse210395	pbmc	monocyte_nonclassical	SRRD			0.599
gse210395	pbmc	monocyte_nonclassical	SRSF3			-0.235
gse210395	pbmc	monocyte_nonclassical	SRSF5			0.545
gse210395	pbmc	monocyte_nonclassical	SSB			0.670
gse210395	pbmc	monocyte_nonclassical	SSBP1			0.536
gse210395	pbmc	monocyte_nonclassical	SSU72			0.357
gse210395	pbmc	monocyte_nonclassical	ST3GAL5			-0.602
gse210395	pbmc	monocyte_nonclassical	ST6GAL1			0.879
gse210395	pbmc	monocyte_nonclassical	ST8SIA4			0.468
gse210395	pbmc	monocyte_nonclassical	STAM2			0.951
gse210395	pbmc	monocyte_nonclassical	STARD3NL			0.375
gse210395	pbmc	monocyte_nonclassical	STAT6	STAT6__cyto	crosstalk	0.299
gse210395	pbmc	monocyte_nonclassical	STIP1			0.933
gse210395	pbmc	monocyte_nonclassical	STK19			0.348
gse210395	pbmc	monocyte_nonclassical	STK26			0.406
gse210395	pbmc	monocyte_nonclassical	STK38			0.702
gse210395	pbmc	monocyte_nonclassical	STOML1			1.018
gse210395	pbmc	monocyte_nonclassical	STON1			1.080
gse210395	pbmc	monocyte_nonclassical	STRN4			-0.354
gse210395	pbmc	monocyte_nonclassical	STX16			-0.363
gse210395	pbmc	monocyte_nonclassical	STX4			0.750
gse210395	pbmc	monocyte_nonclassical	STX5			0.341
gse210395	pbmc	monocyte_nonclassical	STX7			0.583
gse210395	pbmc	monocyte_nonclassical	SUCLG1			0.437
gse210395	pbmc	monocyte_nonclassical	SUCNR1			3.252
gse210395	pbmc	monocyte_nonclassical	SUGP1			0.661
gse210395	pbmc	monocyte_nonclassical	SUGT1			0.680
gse210395	pbmc	monocyte_nonclassical	SULT1B1			0.727
gse210395	pbmc	monocyte_nonclassical	SUMO3			-0.355
gse210395	pbmc	monocyte_nonclassical	SUPT16H			0.411
gse210395	pbmc	monocyte_nonclassical	SUPT20H			0.479
gse210395	pbmc	monocyte_nonclassical	SYK	SYK__cyto	ssc_tier1	0.595
gse210395	pbmc	monocyte_nonclassical	SYNCRIP			0.336
gse210395	pbmc	monocyte_nonclassical	SYNE3			-0.361
gse210395	pbmc	monocyte_nonclassical	SYNRG			0.480
gse210395	pbmc	monocyte_nonclassical	TAB2			-0.534
gse210395	pbmc	monocyte_nonclassical	TACC1			-0.317
gse210395	pbmc	monocyte_nonclassical	TACO1			0.780
gse210395	pbmc	monocyte_nonclassical	TAF12			0.906
gse210395	pbmc	monocyte_nonclassical	TAF3			0.361
gse210395	pbmc	monocyte_nonclassical	TAF6L			-0.533
gse210395	pbmc	monocyte_nonclassical	TAF7			0.635
gse210395	pbmc	monocyte_nonclassical	TAGAP			0.699
gse210395	pbmc	monocyte_nonclassical	TARS			0.965
gse210395	pbmc	monocyte_nonclassical	TASP1			0.653
gse210395	pbmc	monocyte_nonclassical	TAX1BP1			0.262
gse210395	pbmc	monocyte_nonclassical	TBC1D10C			0.325
gse210395	pbmc	monocyte_nonclassical	TBCE			0.925
gse210395	pbmc	monocyte_nonclassical	TBCK			1.478
gse210395	pbmc	monocyte_nonclassical	TBRG1			0.290
gse210395	pbmc	monocyte_nonclassical	TCAF1			0.796
gse210395	pbmc	monocyte_nonclassical	TCAP			-2.300
gse210395	pbmc	monocyte_nonclassical	TCEAL3			-1.429
gse210395	pbmc	monocyte_nonclassical	TCF3			-0.485
gse210395	pbmc	monocyte_nonclassical	TCF7L2			0.746
gse210395	pbmc	monocyte_nonclassical	TCHP			0.582
gse210395	pbmc	monocyte_nonclassical	TCOF1			-0.669
gse210395	pbmc	monocyte_nonclassical	TCTEX1D2			-1.530
gse210395	pbmc	monocyte_nonclassical	TCTN3			0.511
gse210395	pbmc	monocyte_nonclassical	TDG			0.668
gse210395	pbmc	monocyte_nonclassical	TEFM			0.726
gse210395	pbmc	monocyte_nonclassical	TERF1			0.572
gse210395	pbmc	monocyte_nonclassical	TET2			0.340
gse210395	pbmc	monocyte_nonclassical	TFB2M			1.180
gse210395	pbmc	monocyte_nonclassical	TFCP2			0.719
gse210395	pbmc	monocyte_nonclassical	TFDP1			-0.374
gse210395	pbmc	monocyte_nonclassical	TFE3			-0.436
gse210395	pbmc	monocyte_nonclassical	TFEB			0.457
gse210395	pbmc	monocyte_nonclassical	TGFBR2	TGFBR2__cyto	M2	0.571
gse210395	pbmc	monocyte_nonclassical	THADA			0.567
gse210395	pbmc	monocyte_nonclassical	THAP1			0.732
gse210395	pbmc	monocyte_nonclassical	THAP11			-0.306
gse210395	pbmc	monocyte_nonclassical	THAP8			1.591
gse210395	pbmc	monocyte_nonclassical	THEMIS2			-0.419
gse210395	pbmc	monocyte_nonclassical	THOC2			0.465
gse210395	pbmc	monocyte_nonclassical	THOC3			0.694
